Name,Ratings,genres,overview,Year,Cast
Manmohini,5.1,"Horror, Romance","The life of Ram and Siya, a newly married couple, takes a horrifying twist when they encounter Manmohini, a witch waiting for over 500 years to reunite with her lover.",2018– ,"Ankit Siwach ,Reyhna Malhotra ,Garima Rathore ,Aayush Agrawal"
Rajaa Betaa,8.0,Drama,"Vedant is the sole bread earner of the family, but still isn't accepted by the members. Will Vedant be able to keep his promise?",2019,"Aayush Agrawal ,Sagar Parekh ,Rrahul Sudhir ,Geeta Udeshi"
Buddha: Rajaon Ka Raja,8.7,Biography,"This series is a biography of Siddharta Gautama, the great Indian sage and founder of Buddhism.",2013– ,"Himanshu Soni ,Gungun Uprari ,Meghan Jadhav ,Jagat Singh"
Yeh Vaada Raha,7.2,Drama,"The story of Survi and Kartik, who are completely different individuals separated by their backgrounds, age and temperaments. However, they are bound to each other across a lifetime by the promises made by one of them.",2015–2017,"Sonal Vengurlekar ,Ankush Arora ,Rinku Karmarkar ,Jinal Jain"
Jeena Isi Ka Naam Hai,8.0,Talk-Show,Add a Plot,2002–2007,"Farooq Shaikh ,Rani Mukerji ,Kumar Sanu ,Jagjit Singh"
X-Zone,6.5,"Crime, Drama, Horror","An enthralling series with a new unrelated episode every week dealing in demons, spirits, curses, voodoo puppets, rituals of the dark and all other things that go bump in the night.",1998– ,"Murli Sharma ,Poonam Narula ,Hussain Kuwajerwala ,Irrfan Khan"
Aur Pyaar Ho Gaya,7.5,Drama,"Love oh love is about the beautiful love story between young people, Raj and Avni. Avni is from a traditional home where marriages are arranged and are not for love, though Avni is a ...                See full summary »",I 2014– ,"Mishkat Varma ,Kanchi Singh ,Mayur Mehta ,Laksh Singh"
Gubbare,7.5,Comedy,Add a Plot,1999–2000,"Dilip Prabhavalkar ,Garima Jain ,Suhas Joshi ,Niki Walia"
Sa Re Ga Ma Pa L'il Champs,6.7,"Musical, Reality-TV",Add a Plot,2006– ,"Alka Yagnik ,Aditya Narayan ,Shaan ,Abhijeet"
Pradhan Mantri,8.5,Drama,"Pradhan Mantri looks at the contemporary problems, challenges and scandals that are faced by an honest politician who becomes the Prime Minister (Pradhan Mantri) of India.",2001– ,"Siddharth Sanger ,Suchitra Pillai ,Kay Kay Menon ,Malvika Tiwari"
Vansh,0.0,Drama,Add a Plot,1995–1996,"Arun Bakshi ,Pankaj Berry ,Firdaus Dadi ,Anang Desai"
Aandhi,7.0,Drama,"The story about a beautiful, charming girl Chandani, she loves a boy but his father will not accept this relation and disapproves. She leaves home and than starts her life struggle for her Love, Life and Family.",2003– ,"Faisal Khan ,Simone Singh ,Ayub Khan ,Rocky Verma"
Aha,6.0,Comedy,Add a Plot,1995–1996,
Yule Love Stories,0.0,Romance,Add a Plot,1993–1995,
Kurukshetra,5.8,Drama,Kurukshetra is a corporate thriller and about ups & downs of a business tycoon Prashant.,1995–1996,"Manoj Bajpayee ,Milind Gunaji ,Seema Kapoor ,Bijay Anand"
Ek Aur Mahabharat,7.1,History,Add a Plot,1997– ,"Suraj Chaddha ,Samar Jaisingh ,Surendra Pal ,Rajendra Gupta"
Sab Kuch Hai Kuch Bhi Nahin,5.4,Drama,"After his first novel 'Light House' flops, wealthy, Delhi-based Akash Dev, with the help of his editor, Khanna, decides to travel to a small village, Shivpura, to meet with Gandhian ...                See full summary »",2005,"Abhik Bhanu,| ,    Stars:,Brian Dawson "
Tere Mere Sapne,0.0,Drama,Add a Plot,1996–1997,
"Mausam, Seasons",0.0,Drama,Add a Plot,1998– ,
Teacher,0.0,Drama,"The story revolves around the lives of 12th-grade students of the DeNobili High School and their adventures, their fears, and hopes, their relationships, and interactions.",1998– ,"Sachin Khedekar ,Alok Nath ,Shilpa Tulaskar ,Mrinal Kulkarni"
Gardish,,Thriller,Add a Plot,,"Alok Nath ,Ayub Khan ,Mahesh Thakur ,Shakti Singh"
Naya Daur,0.0,Drama,Add a Plot,1997–1998,"Vijay Raj ,Irrfan Khan ,Zakhir Hussain ,Sanjay Mishra"
Garam,0.0,Musical,Add a Plot,2002– ,
Aap Jo Bolen Haan Toh Haan,0.0,Drama,Add a Plot,2003– ,"Shabnam Kapoor ,Meghna Malik ,Kumud Mishra ,Suhel Seth"
Vakalat,0.0,Thriller,Add a Plot,1998–1999,"Rahul Bose ,Lillete Dubey ,Mini Mathur ,Milind Soman"
Saturday Suspense,6.8,"Drama, Horror, Mystery","Anthology series featuring an hour long weekend suspense stories. The episodes were directed by film makers like Vikram Bhatt, Vivek Agnihotri, Ramsay Brothers and others.",1997– ,"Yatin Karyekar ,Shishir Sharma ,Shakti Singh ,Deepak Tijori"
Anhonee,8.5,"Drama, Horror, Mystery","""Anhonee"" was a non hosted horror television series by Ramsay Brothers on Zee TV between September 1997 until 2001.",1997–2001,
Taanav,0.0,Drama,Add a Plot,1994– ,"Ruchi Malhotra ,Deepti Naval ,Parikshit Sahni ,Aparna Sharma"
Antaraley,0.0,Thriller,A film production company is shooting in the interiors of a haunted mansion when crew start disappearing without any trace,1994–1995,
Basera,0.0,Drama,A unique family drama that illustrate the difference in a joint family and a nuclear family setup.,2000–2001,"Satyendra Kapoor ,Arun Govil ,Papiya Sengupta ,Alok Nath Pathak"
Milan,0.0,Romance,Hi One of my favourite tv serial,2000–2001,"Arun Bali ,Mouli Ganguly ,Navin Nischol ,Karan Oberoi"
Tara,6.4,Drama,"Based on the trials & tribulations, the joys and sorrows of the life of main character, Tara.",1993–1997,"Rakesh Bedi ,Deven Bhojani ,Raja Bundela ,Harsh Chhaya"
Justujoo,0.0,Drama,"Lalit Sharma, a lawyer, is fed up of his uneducated wife Leela and gets attracted to her sister Neerja. They have an affair and Neerja gives birth to a daughter. What would happen when Leela discovers the truth?",2001– ,"Harsh Chhaya ,Pallavi Joshi ,Arpita Pandey ,Nitish Pandey"
BPL Oye!,0.0,Music,Add a Plot,1994–1997,
Nafrat Aur Chahat,0.0,Thriller,Add a Plot,1996–1997,"Sharad S. Kapoor ,Shakti Singh ,Navni Parihar ,Pallavi Joshi"
Rishtey,8.0,"Drama, Romance","Rishtey was a television series that aired on Zee TV channel, featuring small stories of human relationships. The show highlights the essence of life and brings to the forefront the various...                See full summary »",1998– ,"Gazala Selmin ,Arundhati ,Raj Zutshi ,Saptrishi Ghosh"
Zimbo,0.0,Adventure,Add a Plot,1996–1997,"Kishore Bhanushali ,Sonika Gill ,Arbaaz Ali Khan ,Manjeet Kular"
9 Malabar Hill,,Thriller,Add a Plot,,"Deepika Amin ,Alka Badola Kaushal ,Sandeep Kulkarni ,Sanjeev Mehra"
Aaj Ki Housewife Hai... Sab Jaanti Hai,5.8,Drama,Add a Plot,2012–2013,"Suhasi Goradia Dhami ,Pooja Singh ,Himani Shivpuri ,Vandana Singh"
Aashirwad,7.6,Drama,Add a Plot,1998–1999,"Govind Namdeo ,Navin Nischol ,Poonam Narula ,Hussain Kuwajerwala"
Agle Janam Mohe Bitiya Hi Kijo,6.1,Drama,"Young Laali is optimistic about life; courage and compassion are her strengths when it comes to rescuing her family from hunger and poverty, as she shoulders this responsibility with her father.",2009–2011,"Ratan Rajput ,Abhishek Rawat ,Sudesh Berry ,Ajay Kumar Nain"
Apno Ke Liye Geeta Ka Dharmayudh,0.0,Drama,Add a Plot,2010–2011,"Sargun Mehta ,Ravi Jhankal ,Nikhil Chaddha ,Shalini Arora"
Awaz Dil Se Dil Tak,0.0,Drama,Add a Plot,2003– ,"Amit Sadh ,Ram Kapoor ,Moonmoon Banerjee ,Indu Verma"
Aghori,8.0,Thriller,"Adhvik, a young Aghori, who is enlisted with the task of killing Kamakshi, a girl with special powers. However, destiny has other plans for the young couple.",2019– ,"Gaurav Chopra ,Simran Kaur ,Parag Tyagi ,Salman Shaikh"
Mr Mintoo,0.0,Comedy,Add a Plot,1996–1997,"Aarti Nagpal ,Kanwaljeet Singh ,Rakhee Tandon ,Mahesh Thakur"
Hamari Bahu Silk,5.4,Drama,"Pakhi, a simple girl with a beautiful voice, is roped in as a dubbing artist for a B-grade film actress who is talented but has a hoarse voice.",2019,"Urvi Singh ,Sarita Joshi ,Zaan Khan ,Reeva Chaudry"
Haiwaan: The Monster,6.8,Fantasy,A sci-fi thriller where an experiment gone wrong turns a friend into a monster who is set to destroy everything.,2019– ,"Param Singh ,Ridhima Pandit ,Ankit Mohan ,Gayathri Iyer"
Do Aur Do Paanch,0.0,Comedy,Add a Plot,1997–1998,"Ali Asgar ,Tanaaz Currim Irani ,Dilip Joshi ,Jatin Kanakia"
Chandan Ka Palna Resham Ki Dori,0.0,Drama,Mr. Bhimani pressures his son to produce a 'male heir' for their business empire. But he is unaware of the situation that his son and daughter-in-law are unable to have a child due to medical issues.,2001,"Darshan Jariwala ,Vikram Gokhale ,Apara Mehta ,Ragini Shah"
Hum Aapke Hain Woh,0.0,Comedy,Add a Plot,1997–1998,"Tanaaz Currim Irani ,Harshada Khanvilkar ,Sanjay Kohli ,Himani Shivpuri"
Apna Apna Style,0.0,Comedy,"Hari and Suman is an orthodox couple who have brought up their children Indian values. Hari's brother Ashwin returns from US and decides to stay at Hari's house with his wife Shalini, their...                See full summary »",2000–2001,"Lillete Dubey ,Ratna Pathak Shah ,Dilip Prabhavalkar ,Gautam Rode"
Dil Yeh Ziddi Hai,5.8,Drama,Kajal is very passionate about acting but is suffering from Retinitis Pigmentosa.,2019–2020,"Megha Ray ,Rohit Suchanti ,Shoaib Ali ,Payal Shukla"
Yehi Hai Zindagi,0.0,"Comedy, Drama",Add a Plot,1996,"Sulabha Arya ,Laxmikant Berde ,Deven Bhojani ,A.K. Hangal"
Rishta Kachche Dhaagon Kaa,0.0,Drama,Add a Plot,2001–2002,"Sulabha Arya ,Mandira Bedi ,Sudesh Berry ,Kumar Gaurav"
Muskaan,0.0,Drama,Add a Plot,1999,"Sulabha Arya ,Shama Deshpande ,Rohini Hattangadi ,Ayub Khan"
Amar Prem,5.2,Drama,Add a Plot,1996–1997,"Neena Gupta ,Madan Jain ,Kulbhushan Kharbanda ,Farha Naaz"
Andaz,,Drama,Add a Plot,,"Navneet Nishan ,Sudesh Berry ,Shekhar Suman ,Poonam Dhillon"
Daraar,,Drama,Add a Plot,,"Sangeeta Ghosh ,Anant Jog ,Rishabh Shukla ,Prithvi Zutshi"
Qurbaan Hua,7.8,Drama,"A story of two individuals who belong to different cultures Hindu and Muslim respectively. This story revolves around love - hate concept where the male protagonist Neel, belong to Hindu ...                See full summary »",2020– ,"Rajveer Singh ,Pratibha Ranta ,Anasua Chakraborty ,Annu"
Apna Time Bhi Aayega,4.0,Drama,"Rani is a girl who loves her father the most, but she wanted to achieve her dreams.",2020– ,"Megha Ray ,Fahmaan Khan ,Vivana Singh ,Rajeev Sp"
Hamari Wali Good News,5.8,Drama,"Hamari Wali Good News is a Hindi drama serial that depicts the sweet and sour relationship between Navya, daughter-in-law of the Tiwari family based in Agra and her mother-in-law, Renuka. ...                See full summary »",2020– ,"Jaya Thakur ,Oceen Gandhi ,Juhi Parmar ,Srishti Jain"
Brahmarakshas 2 - Phir Jaag Utha Shaitaan,7.3,"Drama, Family, Horror","Tantric Jwala wishes to marry Kalindi to attain immortality, but when his attempt fails, he turns into Brahmarakshas. Years later, he comes across Kalindi, but will he be successful in his endeavor?",2020– ,"Pearl Puri ,Nikhil Arya ,Vaidehi Nair ,Rupa Divetia"
Kyun Rishton Mein Katti Batti,6.5,Drama,"Kyun Rishton Mein Katti Batti is a Hindi family drama series focussing on the lives of Shubhra, Kuldeep and their kids Roli and Rishi. After 10 years of their marriage, cracks start ...                See full summary »",2020– ,"Neha Marda ,Anand Suryavanshi ,Siddhaanth Vir ,Surryavanshi"
Teri Meri Ikk Jindri,6.9,Drama,"Amritsar's resident Mahi falls in love with Jogi and the duo gets married. However, Mahi refuses to bow down to the rules laid down by her brother-in-law Pappuji and struggles to win the much-deserved respect and recognition of her love.",2021– ,"Amandeep Sidhu ,Adhvik Mahajan ,Aalisha Panwar ,Puvika Gupta"
Indian Pro Music League,6.9,"Music, Reality-TV",Six teams comprising renowned playback singers and aspiring vocalists compete against each other to win the coveted title.,2021– ,"Karan Wahi ,Waluscha De Sousa ,Mika Singh ,Asees Kaur"
Bhagya Lakshmi,5.9,Drama,"Hailing from a middle-class family, Lakshmi's life is upended when she realises that her marriage to Rishi Oberoi, an industrialist's son, is a sham to keep his death at bay.",2021– ,"Aishwarya Khare ,Rohit Suchanti ,Oceen Gandhi ,Maera Mishra"
Manzilein Apani Apani,,Drama,Add a Plot,,"Nandita Thakur ,Alka Badola Kaushal ,Jyoti Mukherjee ,Prachi Shah"
Rishton Ka Manjha,7.7,Drama,"In a unique way, a young girl stops a boy from ending his life and inspires him to live.",2021– ,"Aanchal Goswami ,Krushal Ahuja ,Nandini Chatterjee ,Mishmee Das"
Kabhie Kabhie,0.0,Drama,Add a Plot,2003– ,"Seema Shetty ,Divya Dutta ,Yatin Karyekar ,Bhagyashree Patwardhan"
Zee Comedy Show,7.0,Comedy,Get ready for a laugh riot with renowned celebrities as they perform hilarious acts and skits to tickle your funny bone.,2021– ,"Farah Khan ,Sugandha Mishra ,Punit Pathak ,Sanket Bhosale"
Meet,6.4,"Drama, Romance","Despite her efforts to provide for her family, Meets disregard for societal gender norms and her nonconformist job as a delivery agent make her an unsuitable girl in the eyes of her family.",2021– ,"Ashi Singh ,Shagun Pandey ,Sharain Khanduja ,Sonica Handa"
Rahat,0.0,Drama,Add a Plot,1995– ,"Rana Jung Bahadur ,Rakesh Bedi ,Benjamin Gilani ,Avtar Gill"
Tere Bina Jiya Jaye Naa,8.4,Drama,"The show's story revolves around Krisha (Anjali Tatrari), a hospitality graduate, trying best to prove herself and help her family financially by working at her father's friends' royal hotel in Udaipur.",2021– ,"Anjali Tatrari ,Avinesh Rekhi ,Saptrishi Ghosh ,Leena Balodi"
Agar Tum Na Hote,8.2,Drama,Add a Plot,2021– ,"Simran Kaur ,Himanshu Soni ,Anita Kulkarni ,Riya Soni"
Iss Mod Se Jaate Hain,8.1,Drama,Add a Plot,2021– ,"Akshita Mudgal ,Hitesh Bharadwaj ,Rahul Nagi ,Arya Kumar"
Mithai,0.0,Drama,Add a Plot,2022– ,"Naman Sharma ,Saurabh Agarwal ,Debattama Saha ,Nidhi Mathur"
Kashibai Bajirao Ballal,8.1,History,Add a Plot,2021– ,"Nabeel Mirajkar ,Riya Sharma ,Prashant Singh Rajput ,Rohit Chandel"
Pyaar Ka Pehla Naam: Radha Mohan,0.0,Drama,Add a Plot,2022– ,"Shabbir Ahluwalia ,Niharika Roy ,Keerti Nagpure ,Kajal Khanchandani"
Bhabi Ji Ghar Par Hai,8.7,Comedy,Loveless marriages and jealousy characterize two neighboring households as they try to cope with each other and themselves.,2015– ,"Aashif Sheikh ,Rohitash Gaud ,Saumya Tandon ,Shubhangi Atre Poorey"
Siddhi Vinayak,5.5,"Drama, Romance",Add a Plot,2017– ,"Utkarsha Naik ,Farnaz Shetty ,Nitin Goswami ,Neha Saxena"
Badii Devrani,0.0,Drama,"For business reasons, Reeti is promised to Vibhor, five years her junior and the youngest of the Poddar sons. Reeti, who is well-educated, projects a progressive mindset towards life. The ...                See full summary »",2013–2015,"Megha Chakraborty ,Mudit Nayar ,Dayashankar Pandey ,Rose Sardana"
Agent Raghav,7.1,Crime,Agent Raghav Sinha (Sharad Kelkar) is a handsome guy with charismatic personality and exceptional skills of observation and deduction. He has a very high IQ and is an expert at reading a ...                See full summary »,2015–2016,"Jason Tham ,Aahana Kumra ,Sharad Kelkar ,Mahi Sharma"
Begusarai,8.0,"Action, Drama","Set in the land of Begusarai, Bihar, the story revolves around the members of the Thakur family, who get fragmented and even come together when several problems arise to eradicate their existence forever.",2015– ,"Vishal Aditya Singh ,Shivangi Joshi ,Shweta Tiwari ,Sartaj Gill"
Meri Awaaz Hi Pehchaan Hai,8.2,"Drama, Musical","The story is told by Devika Gaikwad, mother of Kalyani and Ketki, two sisters who grew together, had the same passion for singing, faced many troubles, struggles, even got deceived many ...                See full summary »",I 2016– ,"Amrita Rao ,Deepti Naval ,Jannat Zubair Rahmani ,Zarina Wahab"
Razia Sultan,6.2,"Action, Biography, Drama","This sweeping historical drama charts the rise of a remarkable real-life figure, the first woman to ever rule the Delhi Sultanate.",2015– ,"Pankhuri Awasthi ,Rohit Purohit ,Saurabh Pandey ,Sooraj Thapar"
Santoshi Maa,5.1,Drama,"Santoshi Maa is the story of Santoshi, a loving girl with a heart of gold who has been a worshiper of the Goddess since childhood. Much like the Goddess of santosh or contentment, Santoshi ...                See full summary »",2015–2017,"Gracy Singh ,K.C. Shankar ,Ratan Rajput ,Ayaz Ahmed"
Waaris,7.4,Drama,"With his husbands death in order to keep the title of ""Shah"" with in family Amba raises her daughter Manpreet (Mannu) as a boy making him the heir (Waaris) of the family as well as Shah of the Pawania Clan.",2016– ,"Aarti Singh ,Farnaz Shetty ,Neel Motwani ,Kaivalya Chheda"
